AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed
23.18,1.53,1,0.037
38.63,16.85,3,0.028
41.52,3.28,2,0.27
27.61,0.94,1,0.026
192.67,2.4,2,0.035
204.21,2.6,2,0.023
54.04,3.68,1,0.287
54.18,2.84,1,0.247
39.92,7.17,3,0.11
26.12,3.49,2,0.286
256.85,1.39,2,0.008
204.99,2.14,2,0.049
172.57,2.52,2,0.076
57.34,2.51,2,0.373
23.11,14.07,5,0.09
29.16,8.53,2,0.098
27.01,1.09,1,0.005
199.34,0.71,1,0.066
20.55,0.62,1,0.028
33.0,11.53,4,0.16
225.31,1.75,3,0.02
203.09,1.97,3,0.083
249.57,2.41,2,0.049
28.42,5.26,3,0.139
149.34,1.96,1,0.09
37.48,14.45,4,0.057
222.94,2.61,2,0.0
48.92,2.32,1,0.343
196.87,1.77,2,0.017
43.92,13.64,3,0.071
18.02,1.34,1,0.0
40.9,2.63,2,0.171
49.8,2.11,3,0.269
173.16,1.62,2,0.026
31.63,0.65,1,0.0
45.74,3.06,2,0.386
155.54,2.27,2,0.001
232.69,1.88,3,0.038
39.89,12.45,3,0.14
38.36,13.77,3,0.086
202.12,2.1,2,0.026
161.11,1.44,3,0.0
242.46,2.23,2,0.022
35.06,3.7,2,0.378
49.59,13.92,4,0.109
42.79,3.78,2,0.26
37.54,14.01,2,0.092
26.1,2.25,1,0.366
13.74,0.79,1,0.023
226.76,2.03,3,0.059
167.41,2.64,2,0.084
38.32,11.59,4,0.147
46.28,3.49,2,0.289
25.86,2.91,2,0.408
184.57,1.51,2,0.015
34.88,8.56,3,0.02
26.18,11.26,2,0.084
167.18,2.35,2,0.094
29.08,1.54,1,0.028
22.11,13.51,2,0.076
20.62,7.38,1,0.05
23.03,0.88,1,0.048
166.59,1.29,2,0.0
19.21,0.7,1,0.019
24.39,11.62,2,0.122
235.95,1.48,2,0.034
40.76,11.73,2,0.095
215.08,2.41,1,0.062
24.19,0.47,2,0.039
187.68,2.49,2,0.084
32.02,8.5,2,0.068
177.95,1.08,3,0.018
51.18,11.76,2,0.12
36.6,13.07,5,0.055
190.47,2.68,2,0.106
50.11,2.75,3,0.181
35.18,12.46,3,0.085
48.49,2.45,2,0.343
48.5,3.34,3,0.292
205.62,1.53,2,0.114
43.62,1.64,2,0.378
24.38,16.33,2,0.079
22.67,12.61,2,0.138
183.51,1.45,1,0.058
53.37,1.8,2,0.288
191.59,1.54,3,0.034
48.81,13.94,3,0.035
27.3,13.1,3,0.099
51.15,3.91,1,0.271
37.97,12.54,3,0.088
37.24,3.63,2,0.354
47.23,2.44,2,0.321
192.72,1.99,2,0.019
25.55,0.96,1,0.0
33.26,11.73,3,0.093
57.95,3.26,2,0.355
28.81,11.28,3,0.047
22.65,0.81,1,0.017
26.09,0.74,2,0.015
19.7,1.27,1,0.014
35.04,2.26,2,0.527
181.49,2.02,2,0.029
27.79,1.24,1,0.0
27.15,1.35,1,0.0
36.74,12.68,3,0.16
16.98,12.54,3,0.159
21.89,14.36,2,0.107
216.69,3.09,3,0.08
59.95,4.26,2,0.388
194.22,1.94,1,0.013
205.01,1.24,2,0.051
32.16,15.13,2,0.093
49.86,14.7,4,0.12
31.83,3.96,2,0.5
41.33,2.21,1,0.419
42.55,2.39,2,0.286
141.4,2.35,2,0.057
16.85,9.54,4,0.123
45.65,3.14,3,0.294
48.57,3.6,1,0.336
25.43,11.83,3,0.146
205.26,2.52,2,0.006
30.54,20.57,5,0.023
150.07,1.1,1,0.037
38.26,3.71,3,0.431
38.82,13.23,4,0.051
253.09,2.99,4,0.082
195.92,2.12,2,0.098
147.36,1.3,2,0.063
46.53,2.47,2,0.528
210.44,1.08,3,0.081
46.05,2.78,3,0.401
22.44,1.47,1,0.053
43.34,2.95,2,0.373
205.32,1.81,2,0.054
34.98,11.6,4,0.124
130.27,1.58,1,0.072
30.7,13.31,2,0.158
51.22,2.75,3,0.345
28.49,3.0,2,0.343
36.69,3.76,2,0.171
50.97,10.09,3,0.097
187.78,2.54,1,0.06
26.22,0.53,2,0.044
15.35,0.96,1,0.076
178.11,2.91,2,0.032
44.86,3.14,1,0.28
197.34,1.05,2,0.065
9.57,1.56,1,0.029
198.9,2.26,1,0.131
228.25,2.77,2,0.026
30.85,1.6,1,0.013
269.8,1.94,2,0.054
31.5,2.79,2,0.293
23.05,1.42,2,0.021
29.33,0.79,1,0.044
26.42,13.33,2,0.169
38.33,14.08,2,0.025
62.31,2.71,2,0.118
229.6,1.72,3,0.088
27.85,14.81,4,0.122
23.7,11.46,4,0.12
64.56,2.49,2,0.38
27.46,0.2,2,0.011
38.26,11.9,3,0.176
234.19,2.26,1,0.022
22.16,12.49,3,0.129
27.59,1.04,1,0.008
23.44,1.16,1,0.054
33.49,0.96,1,0.019
39.58,1.31,2,0.266
36.46,3.57,3,0.29
32.87,8.37,4,0.046
180.9,0.2,2,0.01
47.32,1.59,3,0.31
36.81,3.12,2,0.415
32.29,3.7,2,0.507
38.62,7.53,3,0.138
27.06,14.22,3,0.127
32.53,2.32,2,0.294
20.39,9.62,3,0.116
28.61,4.19,2,0.323
56.03,3.02,3,0.269
34.21,9.67,3,0.07
188.35,1.65,3,0.0
149.04,1.79,3,0.056
31.76,12.56,2,0.091
34.92,2.56,2,0.233
39.41,10.96,3,0.07
21.03,0.89,1,0.046
20.89,0.5,1,0.036
237.62,2.2,3,0.026
20.39,14.55,4,0.135
16.59,0.74,1,0.031
46.09,2.75,2,0.398
160.59,1.61,1,0.064
232.37,2.67,2,0.085
31.94,7.41,2,0.095
52.49,2.5,3,0.496
28.86,0.98,1,0.0
19.44,1.55,1,0.048
35.58,12.03,4,0.109
165.83,2.79,3,0.05
29.63,14.29,4,0.115
25.67,0.89,1,0.01
212.41,2.55,3,0.123
221.07,2.68,1,0.07
235.04,2.41,3,0.075
27.23,1.12,2,0.027
216.9,1.93,2,0.074
40.8,12.32,3,0.16
39.36,4.2,2,0.289
149.1,1.75,2,0.047
31.29,1.11,1,0.0
46.04,2.25,1,0.306
40.17,1.37,2,0.322
55.87,2.47,3,0.464
52.9,3.13,3,0.354
207.86,2.9,2,0.122
44.41,14.42,3,0.147
25.0,1.6,1,0.033
37.78,3.64,2,0.304
51.72,2.91,2,0.454
57.44,3.25,2,0.24
180.83,2.04,2,0.091
34.01,6.21,2,0.155
210.73,2.15,2,0.07
31.03,3.14,2,0.289
32.66,13.01,3,0.062
196.99,1.34,2,0.036
45.35,11.26,3,0.113
51.39,2.97,2,0.406
190.34,2.34,1,0.041
39.36,13.87,3,0.087
18.0,1.56,2,0.026
17.13,11.23,3,0.093
231.65,0.67,1,0.0
211.41,1.57,2,0.014
44.93,3.01,2,0.401
222.8,2.21,2,0.0
29.89,15.73,2,0.064
46.69,11.87,3,0.052
29.45,3.4,2,0.465
23.68,0.48,1,0.019
189.27,0.69,2,0.061
52.61,3.19,2,0.473
24.59,1.08,1,0.014
29.83,11.5,3,0.11
31.13,11.72,6,0.144
197.51,1.45,2,0.054
160.61,1.99,2,0.016
26.6,12.14,3,0.029
38.72,2.37,2,0.425
24.78,10.33,4,0.085
220.46,2.03,3,0.068
214.11,1.85,2,0.07
198.07,2.07,3,0.066
210.28,2.46,2,0.07
39.15,13.63,3,0.146
39.22,2.75,2,0.296
235.68,1.56,2,0.036
186.93,2.1,2,0.034
182.25,2.35,1,0.11
26.55,10.12,2,0.141
29.17,3.38,2,0.309
200.54,3.01,1,0.119
34.95,11.09,4,0.106
43.17,8.8,2,0.093
30.48,11.16,2,0.074
47.16,2.09,3,0.241
190.88,2.89,2,0.07
42.58,3.29,3,0.57
61.19,2.48,3,0.548
29.41,14.96,2,0.057
28.09,8.25,3,0.116
48.29,3.28,3,0.325
257.91,1.59,3,0.053
48.07,2.81,1,0.18
233.32,1.55,1,0.082
234.22,1.81,2,0.037
39.54,2.98,2,0.217
29.6,0.33,1,0.0
28.77,12.65,1,0.098
24.93,11.86,3,0.11
55.31,2.09,2,0.329
40.82,14.82,3,0.143
49.88,15.46,3,0.061
26.44,1.75,2,0.0
180.37,3.32,3,0.03
227.57,1.91,2,0.052
142.32,1.03,2,0.128
230.4,1.03,1,0.106
50.31,2.61,3,0.343
31.42,1.31,1,0.032
32.92,10.12,2,0.095
194.29,2.76,2,0.018
206.4,1.38,2,0.02
27.29,14.2,4,0.064
45.2,2.9,2,0.356
47.22,1.15,2,0.32
17.5,10.77,3,0.111
56.78,3.4,1,0.455
23.79,1.11,1,0.013
16.62,1.98,1,0.023
20.64,14.43,4,0.056
30.85,9.53,4,0.13
53.16,3.19,3,0.383
43.47,11.59,3,0.0
197.72,1.95,2,0.015
53.27,2.59,2,0.181
29.33,20.02,4,0.083
29.17,9.62,2,0.099
36.86,12.96,3,0.076
35.38,9.29,2,0.11
32.96,11.06,3,0.115
30.21,10.85,1,0.072
36.42,9.1,5,0.039
39.27,10.41,3,0.127
22.45,1.3,1,0.053
35.66,12.19,3,0.117
40.21,11.97,2,0.086
236.09,1.75,3,0.046
35.13,10.51,2,0.134
42.67,12.9,3,0.164
30.71,3.62,2,0.245
53.78,3.48,1,0.467
45.05,4.02,2,0.237
231.99,2.7,3,0.086
168.91,2.13,3,0.027
28.37,9.55,2,0.071
164.86,1.47,1,0.018
28.77,0.9,1,0.02
48.02,2.63,2,0.35
17.98,1.13,1,0.05
194.71,1.85,3,0.101
44.54,4.37,3,0.285
22.98,11.95,1,0.162
185.58,0.66,2,0.014
50.11,1.96,2,0.26
37.16,12.77,3,0.096
28.43,8.85,3,0.104
32.32,12.1,4,0.096
36.19,13.45,2,0.093
24.87,9.89,4,0.108
146.01,2.13,2,0.06
22.81,13.37,3,0.015
21.67,15.0,3,0.147
53.13,1.76,2,0.37
195.01,2.01,2,0.077
30.99,14.54,3,0.062
14.17,0.84,1,0.019
47.2,13.25,3,0.142
21.78,0.58,1,0.045
162.51,1.87,2,0.025
19.18,12.84,3,0.017
176.62,1.2,3,0.08
17.34,1.19,1,0.057
21.39,1.24,1,0.04
48.6,3.64,2,0.331
63.16,3.71,2,0.233
21.93,15.94,4,0.087
186.24,2.02,2,0.038
22.93,0.54,1,0.012
257.03,1.88,2,0.01
207.01,1.2,2,0.049
36.46,1.7,1,0.021
42.29,13.06,4,0.13
54.42,2.64,2,0.36
202.72,1.56,3,0.048
213.72,0.6,2,0.06
40.17,10.14,3,0.0
46.81,14.16,4,0.082
47.27,2.52,2,0.21
35.85,10.3,1,0.14
32.26,11.15,3,0.13
39.84,9.48,2,0.129
22.53,0.2,2,0.014
243.87,1.1,2,0.044
48.73,8.28,4,0.17
31.21,1.15,1,0.016
35.36,11.59,3,0.142
30.1,7.31,4,0.062
45.47,3.8,2,0.303
46.67,7.69,4,0.072
241.26,1.78,2,0.021
28.34,0.61,1,0.0
42.53,2.93,2,0.508
22.64,1.14,1,0.0
42.52,4.09,3,0.369
204.53,1.94,2,0.091
26.25,11.92,2,0.105
16.21,11.21,3,0.156
28.48,15.63,3,0.141
26.63,2.03,1,0.008
36.66,13.72,2,0.02
197.46,2.28,1,0.026
272.19,1.48,2,0.044
41.49,9.01,2,0.07
223.38,1.91,3,0.013
59.16,2.68,2,0.391
29.66,2.02,3,0.46
18.2,11.88,4,0.112
167.84,2.48,3,0.069
174.06,1.91,2,0.074
55.04,2.64,1,0.196
47.94,13.64,4,0.141
36.77,0.97,1,0.029
40.21,18.68,4,0.041
252.51,2.5,1,0.06
195.05,3.08,1,0.004
38.37,11.49,2,0.131
24.66,1.12,1,0.074
209.84,1.17,2,0.021
27.48,1.1,1,0.027
44.27,17.56,3,0.096
32.6,8.5,3,0.07
26.95,2.78,2,0.407
29.71,0.54,1,0.027
41.21,13.23,3,0.082
246.06,1.67,2,0.03
21.31,3.49,3,0.386
31.35,12.89,4,0.162
32.26,9.22,4,0.134
172.24,1.63,2,0.061
46.06,13.31,3,0.111
33.4,0.87,1,0.0
38.03,2.65,2,0.309
63.08,3.48,3,0.328
206.15,2.08,2,0.06
240.95,3.0,1,0.059
25.73,0.91,1,0.039
45.55,2.3,2,0.469
224.04,1.24,3,0.047
183.36,2.14,1,0.028
48.51,4.04,3,0.194
41.74,2.47,2,0.439
19.62,0.74,1,0.031
49.37,3.87,3,0.381
21.89,9.6,3,0.143
227.63,3.4,3,0.045
246.08,3.03,2,0.062
153.76,1.9,1,0.092
31.59,8.76,3,0.102
200.74,2.78,2,0.029
40.86,12.32,4,0.042
16.19,0.84,1,0.0
34.65,3.05,1,0.274
174.78,2.03,3,0.079
67.96,3.74,3,0.391
193.46,2.48,2,0.123
210.52,0.44,3,0.068
24.55,0.89,1,0.0
23.01,0.99,1,0.0
20.37,0.95,1,0.0
39.17,1.31,2,0.285
41.08,3.05,2,0.354
39.73,16.03,2,0.172
171.5,3.07,1,0.024
25.25,1.39,1,0.015
19.42,14.2,3,0.069
43.55,3.71,2,0.389
26.17,3.35,2,0.217
29.18,2.86,2,0.331
177.63,2.46,3,0.068
59.43,1.8,3,0.339
16.78,0.8,1,0.042
187.35,1.58,2,0.039
176.28,1.39,2,0.017
218.36,2.01,2,0.049
231.18,2.08,1,0.056
245.11,1.7,2,0.044
272.3,3.05,2,0.013
32.14,0.91,1,0.044
206.26,2.58,2,0.0
221.53,1.62,2,0.058
35.22,10.01,3,0.165
239.13,2.05,2,0.0
276.51,2.12,3,0.067
40.29,14.55,4,0.142
219.19,2.94,3,0.039
37.78,11.33,3,0.15
24.18,1.48,1,0.021
32.15,12.46,3,0.086
168.56,2.42,3,0.075
59.74,1.15,3,0.217
21.19,0.2,1,0.057
48.51,7.1,2,0.147
52.72,3.11,1,0.399
23.01,0.77,1,0.0
43.24,9.22,4,0.088
168.74,2.9,2,0.038
239.08,1.9,3,0.038
158.81,1.88,2,0.066
46.81,12.13,3,0.112
46.48,3.97,1,0.466
34.21,11.49,5,0.172
36.53,9.0,4,0.113
176.38,1.29,2,0.028
174.45,2.2,1,0.075
189.59,2.31,1,0.047
35.81,13.06,4,0.115
215.35,1.14,2,0.0
186.41,2.02,2,0.099
182.65,2.86,3,0.025
36.25,9.53,1,0.096
188.3,2.89,3,0.067
234.65,3.12,1,0.065
186.04,1.87,3,0.109
19.42,15.89,2,0.11
13.7,1.09,1,0.033
23.47,0.76,2,0.022
22.89,2.24,1,0.304
58.98,4.72,3,0.422
34.34,15.6,3,0.074
55.74,13.59,4,0.089
42.1,3.26,1,0.239
28.71,10.41,3,0.026
188.52,2.02,1,0.071
28.96,1.15,2,0.327
272.28,2.51,1,0.055
38.4,2.86,2,0.404
30.14,15.2,4,0.088
42.69,8.38,4,0.101
51.19,3.73,2,0.369
187.23,2.96,2,0.018
29.52,0.84,1,0.0
26.91,11.5,3,0.065
62.99,3.94,1,0.523
23.89,0.98,1,0.04
188.52,2.43,2,0.065
211.69,0.88,1,0.0
206.84,1.8,1,0.059
151.26,2.6,2,0.027
24.59,0.41,1,0.015
33.42,3.26,2,0.38
36.44,3.72,2,0.442
48.7,2.12,2,0.329
38.16,2.75,2,0.376
249.68,2.31,3,0.091
54.46,2.41,2,0.377
34.44,16.3,3,0.067
20.26,0.61,2,0.028
42.62,2.01,3,0.316
141.07,1.96,2,0.054
38.71,3.36,2,0.474
55.92,3.05,2,0.276
162.9,1.65,1,0.037
24.72,0.79,2,0.034
209.03,2.6,3,0.0
232.29,2.41,2,0.073
41.01,3.64,2,0.305
253.6,2.31,2,0.07
42.23,3.89,2,0.349
19.73,1.66,1,0.023
51.98,3.42,2,0.189
29.91,1.16,1,0.021
51.56,3.37,2,0.517
18.98,0.58,1,0.074
38.71,13.04,2,0.084
50.17,2.57,1,0.331
45.99,9.73,3,0.085
23.01,1.13,1,0.055
239.44,1.44,1,0.043
117.29,1.76,1,0.02
215.23,2.66,2,0.068
37.15,13.6,1,0.064
147.72,2.43,2,0.066
39.0,1.77,1,0.348
40.88,2.64,1,0.243
188.12,1.75,2,0.092
178.96,2.22,2,0.03
16.05,0.5,1,0.031
175.98,0.78,2,0.08
32.29,12.51,3,0.092
226.9,2.44,2,0.046
172.74,1.55,2,0.064
37.5,11.98,3,0.049
26.38,0.91,1,0.019
43.82,11.89,4,0.093
162.28,2.08,2,0.113
38.67,10.84,2,0.128
56.56,3.61,2,0.338
15.64,0.54,1,0.013
37.74,14.24,3,0.077
228.19,2.93,3,0.056
220.84,1.63,2,0.081
37.36,2.83,2,0.294
40.89,4.32,3,0.378
213.15,2.28,1,0.008
35.28,9.98,3,0.082
227.78,2.55,1,0.073
30.48,1.09,1,0.021
243.54,3.24,1,0.037
43.8,12.49,5,0.112
48.39,3.48,2,0.343
40.61,10.07,1,0.057
42.26,12.57,3,0.058
51.76,2.58,3,0.4
32.35,13.94,2,0.122
44.7,4.25,2,0.451
23.95,1.25,1,0.0
26.06,0.74,2,0.009
29.87,0.94,1,0.022
177.0,1.5,2,0.031
162.87,1.88,1,0.075
164.84,2.32,2,0.035
30.41,1.02,1,0.023
38.29,15.14,3,0.098
42.59,2.64,2,0.402
192.93,1.91,2,0.088
40.58,13.1,3,0.081
31.32,1.59,2,0.351
30.69,11.08,4,0.151
38.14,0.78,1,0.031
30.97,11.86,2,0.09
232.2,2.57,2,0.043
37.05,4.25,2,0.267
209.48,1.89,2,0.033
26.53,10.77,3,0.072
67.12,3.3,1,0.376
28.25,1.53,1,0.042
47.78,2.25,3,0.432
60.74,2.99,2,0.279
190.08,1.88,3,0.063
258.28,1.77,2,0.062
33.06,14.04,2,0.102
19.73,0.83,2,0.052
19.12,0.53,1,0.047
174.37,2.04,2,0.034
221.14,2.75,1,0.088
235.11,2.47,2,0.05
36.77,11.21,2,0.11
246.44,2.67,2,0.111
153.31,2.18,2,0.018
27.1,2.85,2,0.342
41.99,12.3,3,0.077
37.89,12.37,4,0.132
43.11,10.89,2,0.09
31.22,12.23,3,0.106
204.49,2.0,2,0.039
259.0,1.26,1,0.041
26.14,14.37,2,0.136
28.23,9.05,2,0.119
35.0,1.4,1,0.044
43.9,15.62,2,0.0
191.25,1.53,2,0.046
31.33,0.92,1,0.056
27.45,11.34,3,0.06
215.0,1.66,1,0.054
28.11,2.63,3,0.428
18.81,1.75,1,0.004
28.09,11.99,2,0.078
34.65,3.05,2,0.28
34.35,12.32,4,0.147
22.52,1.16,1,0.045
36.08,12.38,4,0.048
33.49,11.35,4,0.084
50.25,3.35,3,0.316
249.82,2.31,2,0.064
30.37,12.15,5,0.063
49.77,2.05,2,0.208
236.96,2.36,1,0.0
41.91,12.76,3,0.144
223.07,2.52,1,0.098
20.33,0.83,1,0.01
36.16,10.21,5,0.103
50.65,11.01,4,0.131
27.42,10.72,4,0.075
45.69,2.41,3,0.131
146.89,2.39,3,0.084
28.06,0.92,1,0.058
190.45,1.93,2,0.028
25.2,12.92,3,0.111
21.12,0.51,1,0.0
27.29,1.03,1,0.03
231.98,2.13,2,0.08
42.95,3.96,2,0.304
22.91,0.89,1,0.0
37.7,17.7,2,0.128
206.12,2.1,2,0.0
190.51,3.03,3,0.008
38.76,7.69,4,0.184
41.92,12.45,2,0.027
33.64,12.6,3,0.138
41.3,2.53,2,0.418
22.93,13.93,3,0.148
155.18,1.83,2,0.031
28.4,2.56,3,0.311
38.08,13.53,4,0.127
47.79,2.66,2,0.353
34.66,3.45,2,0.427
225.73,2.06,3,0.054
17.72,8.04,2,0.183
205.54,1.39,2,0.052
45.64,8.71,4,0.103
30.64,0.59,1,0.0
54.33,2.53,2,0.249
155.91,2.3,2,0.036
38.82,8.19,4,0.118
212.63,1.39,2,0.072
38.71,3.06,1,0.19
32.2,12.22,3,0.047
191.67,2.34,2,0.038
40.36,2.37,2,0.347
183.87,1.34,3,0.097
42.74,2.49,2,0.334
19.03,0.32,1,0.0
216.55,2.35,3,0.007
238.12,2.46,3,0.04
173.1,1.89,2,0.044
26.67,1.54,1,0.053
30.53,0.33,1,0.011
34.38,12.04,2,0.141
207.3,1.8,2,0.074
48.81,3.0,2,0.348
66.23,4.19,3,0.35
40.16,15.14,3,0.164
41.87,14.11,3,0.126
36.34,9.81,3,0.102
62.29,3.03,2,0.343
45.22,3.91,3,0.283
234.31,1.41,2,0.036
201.77,1.42,2,0.017
42.54,13.7,3,0.104
243.37,1.84,2,0.053
25.01,16.47,4,0.044
32.38,3.96,2,0.312
212.98,2.46,3,0.067
27.48,0.62,1,0.021
184.48,3.2,2,0.034
65.88,2.76,2,0.417
152.55,1.71,3,0.03
27.57,2.02,2,0.378
64.38,3.26,2,0.314
230.03,1.44,3,0.053
175.15,1.45,1,0.02
34.99,12.41,3,0.11
197.04,2.17,3,0.042
39.02,3.06,2,0.425
55.58,2.2,3,0.291
43.37,15.18,2,0.136
44.75,3.7,1,0.28
176.85,1.29,1,0.068
43.98,3.0,3,0.305
186.05,2.83,1,0.058
53.6,2.65,2,0.373
38.5,8.42,3,0.095
23.64,2.32,1,0.025
189.33,1.44,3,0.07
193.71,1.6,2,0.052
39.64,11.61,3,0.012
185.19,1.52,2,0.087
50.6,3.05,2,0.318
44.53,3.55,2,0.412
46.68,13.83,4,0.101
42.73,2.62,3,0.485
44.67,4.44,4,0.09
258.03,1.89,2,0.011
59.79,3.19,2,0.309
18.57,9.6,3,0.066
36.63,1.77,1,0.297
36.22,3.68,2,0.346
32.22,1.44,2,0.043
33.86,13.48,3,0.163
28.43,0.81,1,0.017
196.44,3.01,2,0.007
33.19,3.4,2,0.435
27.51,0.84,1,0.047
56.66,2.33,1,0.326
39.47,11.83,2,0.079
61.01,4.05,2,0.401
218.48,2.3,2,0.066
36.1,3.15,2,0.338
18.2,0.99,1,0.0
10.97,1.37,1,0.026
276.84,1.85,2,0.057
35.09,17.98,3,0.141
21.34,1.23,1,0.033
134.97,1.34,2,0.027
178.5,2.55,3,0.081
43.12,4.25,3,0.28
39.95,2.72,2,0.433
44.99,13.02,3,0.09
200.03,1.34,3,0.048
29.63,2.36,2,0.164
35.8,5.14,3,0.43
50.82,2.23,2,0.184
69.02,2.91,3,0.306
42.99,2.5,2,0.358
159.18,2.59,3,0.06
196.96,1.95,2,0.062
45.21,4.37,2,0.317
227.35,2.24,1,0.021
229.76,1.8,2,0.058
50.71,14.72,2,0.066
32.6,12.59,3,0.075
188.01,2.03,3,0.064
37.16,7.93,4,0.109
21.11,0.8,1,0.032
35.94,11.93,4,0.038
22.72,11.45,3,0.061
225.06,2.91,2,0.041
238.85,2.04,2,0.009
22.54,11.22,4,0.066
45.77,3.01,3,0.411
251.17,1.31,1,0.056
217.01,2.99,2,0.0
23.34,14.96,3,0.073
227.49,1.83,2,0.07
34.62,10.32,4,0.093
22.52,1.18,1,0.019
27.26,14.46,3,0.074
235.35,0.77,1,0.009
40.55,10.84,4,0.124
106.48,1.75,2,0.072
36.66,12.53,4,0.046
195.18,0.98,2,0.01
218.37,3.09,2,0.069
162.37,1.78,2,0.0
21.12,0.92,1,0.075
28.57,10.89,2,0.153
20.55,1.01,1,0.011
35.85,3.93,1,0.309
225.76,2.92,1,0.0
211.29,1.69,2,0.077
167.32,2.1,2,0.049
25.54,1.21,1,0.037
19.83,0.56,2,0.008
236.73,1.27,3,0.062
161.8,2.22,2,0.019
23.14,1.28,2,0.014
40.95,1.31,2,0.459
21.71,0.79,1,0.027
31.06,1.06,1,0.027
53.0,3.74,2,0.327
37.74,11.58,2,0.035
204.41,1.9,2,0.058
145.99,1.67,2,0.073
53.79,3.99,2,0.398
207.19,2.66,1,0.069
78.37,4.46,3,0.366
219.1,2.72,2,0.048
160.25,1.65,2,0.0
37.0,15.43,3,0.082
49.11,2.69,3,0.452
21.5,1.39,1,0.006
27.44,13.01,3,0.126
42.44,13.05,4,0.163
234.28,2.07,1,0.059
18.47,0.96,1,0.057
216.38,1.95,3,0.07
46.13,4.08,3,0.157
18.78,0.86,1,0.026
239.0,1.51,2,0.027
39.41,2.8,2,0.338
39.18,2.99,3,0.31
30.13,3.15,1,0.348
41.75,6.95,4,0.135
33.57,10.7,2,0.16
205.82,2.38,3,0.033
54.09,11.33,5,0.134
27.64,0.27,1,0.03
29.51,11.69,3,0.124
226.15,2.07,3,0.054
40.18,12.09,4,0.098
38.87,14.1,3,0.09
16.7,1.04,1,0.0
42.91,17.22,4,0.134
25.18,14.2,3,0.066
50.87,3.21,2,0.357
25.16,0.91,1,0.07
35.73,11.55,3,0.113
66.78,3.34,1,0.35
52.52,1.99,2,0.423
14.07,10.27,4,0.083
233.19,1.29,2,0.048
211.6,1.91,1,0.081
32.57,10.38,2,0.091
170.55,1.51,1,0.011
19.34,11.73,3,0.05
242.14,1.57,3,0.07
30.57,1.52,1,0.026
198.58,2.89,1,0.059
64.24,2.55,2,0.208
37.11,9.37,3,0.085
21.32,3.73,2,0.455
10.67,10.59,3,0.111
221.32,1.12,4,0.013
182.01,2.1,1,0.021
203.6,2.37,3,0.025
245.56,2.13,2,0.041
180.19,1.66,2,0.027
203.32,2.32,1,0.06
49.05,14.43,4,0.116
231.0,1.64,2,0.021
34.98,0.73,1,0.0
41.39,12.11,4,0.108
176.59,1.15,2,0.052
43.74,3.17,2,0.264
33.35,12.47,3,0.111
46.1,8.95,3,0.188
57.05,2.44,2,0.45
197.28,2.13,3,0.034
219.46,0.82,1,0.038
49.31,2.83,1,0.321
28.66,0.68,2,0.055
45.01,10.25,3,0.071
43.73,13.42,3,0.092
34.68,2.75,2,0.258
38.45,14.48,4,0.143
61.59,3.38,2,0.414
32.97,15.81,3,0.124
29.24,0.91,1,0.042
18.78,1.04,1,0.0
31.41,1.54,1,0.0
40.36,4.08,1,0.479
14.45,1.04,1,0.03
190.11,1.51,2,0.055
61.77,2.76,1,0.424
32.45,0.83,1,0.055
230.65,0.47,1,0.056
15.67,0.92,1,0.01
29.08,9.61,4,0.084
187.97,1.41,2,0.066
37.22,2.95,2,0.304
176.19,1.55,3,0.041
36.53,12.31,3,0.083
185.41,1.39,2,0.066
38.38,14.0,4,0.0
39.49,11.67,3,0.136
38.18,2.69,1,0.416
27.98,14.28,3,0.159
38.24,10.3,3,0.058
28.42,14.23,4,0.123
158.34,2.48,1,0.112
201.13,2.74,2,0.0
180.79,1.8,2,0.083
46.59,11.05,3,0.086
30.42,12.67,4,0.086
218.53,2.4,2,0.053
26.3,1.5,1,0.041
28.27,12.15,4,0.137
40.41,2.41,1,0.35
36.66,3.26,1,0.385
37.6,0.91,1,0.032
31.15,13.5,4,0.113
39.52,3.44,2,0.333
42.57,3.8,2,0.403
183.17,1.08,2,0.028
38.13,7.4,3,0.071
39.98,4.42,2,0.452
226.56,2.45,2,0.059
52.72,11.42,5,0.161
43.95,11.27,3,0.109
44.15,2.41,2,0.321
196.95,1.63,3,0.06
213.86,1.74,2,0.071
44.28,3.43,2,0.487
32.59,12.29,2,0.081
61.95,1.63,2,0.316
12.48,1.61,1,0.018
146.8,2.77,1,0.072
21.32,1.25,1,0.005
31.18,2.87,2,0.228
229.66,1.95,3,0.033
29.46,0.44,1,0.01
38.05,3.48,2,0.46
229.14,2.78,2,0.053
201.42,0.92,3,0.024
39.3,7.89,4,0.063
59.85,2.46,2,0.31
19.24,1.2,1,0.011
35.37,3.44,2,0.368
34.46,11.62,2,0.079
32.23,10.19,3,0.073
209.41,2.74,2,0.019
18.79,9.19,3,0.102
187.79,3.5,2,0.082
31.66,0.83,1,0.034
43.93,10.48,4,0.116
198.95,1.81,2,0.0
23.17,0.83,1,0.023
51.66,2.66,2,0.302
32.9,13.41,4,0.029
207.85,2.17,2,0.079
40.04,6.3,4,0.083
175.13,1.01,2,0.037
165.87,1.74,3,0.058
36.44,2.91,2,0.18
53.63,3.41,1,0.355
39.61,2.31,1,0.384
25.0,0.69,1,0.017
176.29,2.35,2,0.011
51.63,3.56,2,0.266
29.16,0.93,1,0.03
45.82,2.81,2,0.358
